,country,year,cases,sex,age
8922,MA,1996,2618.0,m,15-24
14691,MA,1996,2844.0,m,25-34
20460,MA,1996,1721.0,m,35-44
26229,MA,1996,772.0,m,45-54
31998,MA,1996,602.0,m,55-64
37767,MA,1996,583.0,m,65
49305,MA,1996,217.0,f,0-14
55074,MA,1996,1697.0,f,15-24
60843,MA,1996,1300.0,f,25-34
66612,MA,1996,677.0,f,35-44
72381,MA,1996,437.0,f,45-54
78150,MA,1996,400.0,f,55-64
83919,MA,1996,292.0,f,65
3154,MA,1997,119.0,m,0-14
8923,MA,1997,2328.0,m,15-24
14692,MA,1997,2891.0,m,25-34
20461,MA,1997,1659.0,m,35-44
26230,MA,1997,761.0,m,45-54
31999,MA,1997,591.0,m,55-64
37768,MA,1997,557.0,m,65
49306,MA,1997,238.0,f,0-14
55075,MA,1997,1799.0,f,15-24
60844,MA,1997,1331.0,f,25-34
66613,MA,1997,745.0,f,35-44
72382,MA,1997,416.0,f,45-54
78151,MA,1997,424.0,f,55-64
83920,MA,1997,275.0,f,65
3155,MA,1998,116.0,m,0-14
8924,MA,1998,2308.0,m,15-24
14693,MA,1998,2573.0,m,25-34
20462,MA,1998,1744.0,m,35-44
26231,MA,1998,843.0,m,45-54
32000,MA,1998,560.0,m,55-64
37769,MA,1998,527.0,m,65
49307,MA,1998,182.0,f,0-14
55076,MA,1998,1600.0,f,15-24
60845,MA,1998,1150.0,f,25-34
66614,MA,1998,679.0,f,35-44
72383,MA,1998,412.0,f,45-54
78152,MA,1998,402.0,f,55-64
83921,MA,1998,330.0,f,65
3156,MA,1999,78.0,m,0-14
8925,MA,1999,2296.0,m,15-24
14694,MA,1999,2696.0,m,25-34
20463,MA,1999,1641.0,m,35-44
26232,MA,1999,815.0,m,45-54
32001,MA,1999,559.0,m,55-64
37770,MA,1999,562.0,m,65
49308,MA,1999,156.0,f,0-14
55077,MA,1999,1654.0,f,15-24
60846,MA,1999,1143.0,f,25-34
66615,MA,1999,691.0,f,35-44
72384,MA,1999,446.0,f,45-54
78153,MA,1999,351.0,f,55-64
83922,MA,1999,332.0,f,65
3157,MA,2000,99.0,m,0-14
8926,MA,2000,2061.0,m,15-24
14695,MA,2000,2423.0,m,25-34
20464,MA,2000,1705.0,m,35-44
26233,MA,2000,855.0,m,45-54
32002,MA,2000,485.0,m,55-64
37771,MA,2000,595.0,m,65
49309,MA,2000,170.0,f,0-14
55078,MA,2000,1530.0,f,15-24
60847,MA,2000,1121.0,f,25-34
66616,MA,2000,672.0,f,35-44
72385,MA,2000,398.0,f,45-54
78154,MA,2000,406.0,f,55-64
83923,MA,2000,352.0,f,65
3158,MA,2001,85.0,m,0-14
8927,MA,2001,2200.0,m,15-24
14696,MA,2001,2256.0,m,25-34
20465,MA,2001,1731.0,m,35-44
26234,MA,2001,929.0,m,45-54
32003,MA,2001,561.0,m,55-64
37772,MA,2001,606.0,m,65
49310,MA,2001,156.0,f,0-14
55079,MA,2001,1477.0,f,15-24
60848,MA,2001,1046.0,f,25-34
66617,MA,2001,596.0,f,35-44
72386,MA,2001,402.0,f,45-54
78155,MA,2001,399.0,f,55-64
83924,MA,2001,360.0,f,65
3159,MA,2002,79.0,m,0-14
8928,MA,2002,2190.0,m,15-24
14697,MA,2002,2341.0,m,25-34
20466,MA,2002,1647.0,m,35-44
26235,MA,2002,941.0,m,45-54
32004,MA,2002,525.0,m,55-64
37773,MA,2002,577.0,m,65
49311,MA,2002,144.0,f,0-14
55080,MA,2002,1483.0,f,15-24
60849,MA,2002,1088.0,f,25-34
66618,MA,2002,713.0,f,35-44
72387,MA,2002,443.0,f,45-54
78156,MA,2002,357.0,f,55-64
83925,MA,2002,386.0,f,65
3160,MA,2003,91.0,m,0-14
8929,MA,2003,2225.0,m,15-24
14698,MA,2003,2347.0,m,25-34
20467,MA,2003,1667.0,m,35-44
26236,MA,2003,1004.0,m,45-54
32005,MA,2003,525.0,m,55-64
37774,MA,2003,550.0,m,65
49312,MA,2003,168.0,f,0-14
55081,MA,2003,1455.0,f,15-24
60850,MA,2003,1029.0,f,25-34
66619,MA,2003,633.0,f,35-44
72388,MA,2003,431.0,f,45-54
78157,MA,2003,366.0,f,55-64
83926,MA,2003,351.0,f,65
3161,MA,2004,68.0,m,0-14
8930,MA,2004,2081.0,m,15-24
14699,MA,2004,2397.0,m,25-34
20468,MA,2004,1676.0,m,35-44
26237,MA,2004,1114.0,m,45-54
32006,MA,2004,533.0,m,55-64
37775,MA,2004,539.0,m,65
49313,MA,2004,149.0,f,0-14
55082,MA,2004,1196.0,f,15-24
60851,MA,2004,981.0,f,25-34
66620,MA,2004,517.0,f,35-44
72389,MA,2004,373.0,f,45-54
78158,MA,2004,331.0,f,55-64
83927,MA,2004,325.0,f,65
3162,MA,2005,79.0,m,0-14
8931,MA,2005,2222.0,m,15-24
14700,MA,2005,2515.0,m,25-34
20469,MA,2005,1583.0,m,35-44
26238,MA,2005,1057.0,m,45-54
32007,MA,2005,580.0,m,55-64
37776,MA,2005,591.0,m,65
49314,MA,2005,167.0,f,0-14
55083,MA,2005,1330.0,f,15-24
60852,MA,2005,943.0,f,25-34
66621,MA,2005,546.0,f,35-44
72390,MA,2005,403.0,f,45-54
78159,MA,2005,343.0,f,55-64
83928,MA,2005,398.0,f,65
3163,MA,2006,73.0,m,0-14
8932,MA,2006,2104.0,m,15-24
14701,MA,2006,2373.0,m,25-34
20470,MA,2006,1498.0,m,35-44
26239,MA,2006,1036.0,m,45-54
32008,MA,2006,527.0,m,55-64
37777,MA,2006,551.0,m,65
49315,MA,2006,155.0,f,0-14
55084,MA,2006,1273.0,f,15-24
60853,MA,2006,1025.0,f,25-34
66622,MA,2006,597.0,f,35-44
72391,MA,2006,426.0,f,45-54
78160,MA,2006,335.0,f,55-64
83929,MA,2006,307.0,f,65
3164,MA,2007,74.0,m,0-14
8933,MA,2007,2098.0,m,15-24
14702,MA,2007,2370.0,m,25-34
20471,MA,2007,1545.0,m,35-44
26240,MA,2007,1165.0,m,45-54
32009,MA,2007,545.0,m,55-64
37778,MA,2007,529.0,m,65
49316,MA,2007,123.0,f,0-14
55085,MA,2007,1177.0,f,15-24
60854,MA,2007,837.0,f,25-34
66623,MA,2007,444.0,f,35-44
72392,MA,2007,354.0,f,45-54
78161,MA,2007,306.0,f,55-64
83930,MA,2007,370.0,f,65
3165,MA,2008,51.0,m,0-14
8934,MA,2008,1992.0,m,15-24
14703,MA,2008,2372.0,m,25-34
20472,MA,2008,1514.0,m,35-44
26241,MA,2008,1179.0,m,45-54
32010,MA,2008,633.0,m,55-64
37779,MA,2008,589.0,m,65
43548,MA,2008,0.0,m,unknown
49317,MA,2008,124.0,f,0-14
55086,MA,2008,1081.0,f,15-24
60855,MA,2008,803.0,f,25-34
66624,MA,2008,479.0,f,35-44
72393,MA,2008,360.0,f,45-54
78162,MA,2008,290.0,f,55-64
83931,MA,2008,358.0,f,65
89700,MA,2008,0.0,f,unknown
3184,MC,1999,0.0,m,0-14
8953,MC,1999,0.0,m,15-24
14722,MC,1999,0.0,m,25-34
20491,MC,1999,0.0,m,35-44
26260,MC,1999,1.0,m,45-54
32029,MC,1999,0.0,m,55-64
37798,MC,1999,0.0,m,65
49336,MC,1999,0.0,f,0-14
55105,MC,1999,0.0,f,15-24
60874,MC,1999,0.0,f,25-34
66643,MC,1999,0.0,f,35-44
72412,MC,1999,0.0,f,45-54
78181,MC,1999,0.0,f,55-64
83950,MC,1999,1.0,f,65
3206,MD,1995,0.0,m,0-14
8975,MD,1995,55.0,m,15-24
14744,MD,1995,115.0,m,25-34
20513,MD,1995,166.0,m,35-44
26282,MD,1995,95.0,m,45-54
32051,MD,1995,65.0,m,55-64
37820,MD,1995,15.0,m,65
49358,MD,1995,2.0,f,0-14
55127,MD,1995,42.0,f,15-24
60896,MD,1995,38.0,f,25-34
66665,MD,1995,31.0,f,35-44
72434,MD,1995,19.0,f,45-54
78203,MD,1995,10.0,f,55-64
83972,MD,1995,12.0,f,65
3207,MD,1996,0.0,m,0-14
8976,MD,1996,26.0,m,15-24
14745,MD,1996,33.0,m,25-34
20514,MD,1996,55.0,m,35-44
26283,MD,1996,34.0,m,45-54
32052,MD,1996,9.0,m,55-64
37821,MD,1996,5.0,m,65
49359,MD,1996,2.0,f,0-14
55128,MD,1996,10.0,f,15-24
60897,MD,1996,14.0,f,25-34
66666,MD,1996,18.0,f,35-44
72435,MD,1996,4.0,f,45-54
78204,MD,1996,3.0,f,55-64
83973,MD,1996,6.0,f,65
3208,MD,1997,0.0,m,0-14
8977,MD,1997,51.0,m,15-24
14746,MD,1997,65.0,m,25-34
20515,MD,1997,86.0,m,35-44
26284,MD,1997,47.0,m,45-54
32053,MD,1997,35.0,m,55-64
37822,MD,1997,13.0,m,65
49360,MD,1997,0.0,f,0-14
55129,MD,1997,24.0,f,15-24
60898,MD,1997,32.0,f,25-34
66667,MD,1997,16.0,f,35-44
72436,MD,1997,14.0,f,45-54
78205,MD,1997,6.0,f,55-64
83974,MD,1997,8.0,f,65
3209,MD,1998,2.0,m,0-14
8978,MD,1998,72.0,m,15-24
14747,MD,1998,67.0,m,25-34
20516,MD,1998,116.0,m,35-44
26285,MD,1998,56.0,m,45-54
32054,MD,1998,36.0,m,55-64
37823,MD,1998,16.0,m,65
49361,MD,1998,2.0,f,0-14
55130,MD,1998,34.0,f,15-24
60899,MD,1998,20.0,f,25-34
66668,MD,1998,34.0,f,35-44
72437,MD,1998,10.0,f,45-54
78206,MD,1998,5.0,f,55-64
83975,MD,1998,7.0,f,65
3210,MD,1999,1.0,m,0-14
8979,MD,1999,89.0,m,15-24
14748,MD,1999,123.0,m,25-34
20517,MD,1999,144.0,m,35-44
26286,MD,1999,84.0,m,45-54
32055,MD,1999,29.0,m,55-64
37824,MD,1999,14.0,m,65
49362,MD,1999,3.0,f,0-14
55131,MD,1999,31.0,f,15-24
60900,MD,1999,32.0,f,25-34
66669,MD,1999,27.0,f,35-44
72438,MD,1999,19.0,f,45-54
78207,MD,1999,7.0,f,55-64
83976,MD,1999,6.0,f,65
3211,MD,2000,2.0,m,0-14
8980,MD,2000,52.0,m,15-24
14749,MD,2000,31.0,m,25-34
20518,MD,2000,36.0,m,35-44
26287,MD,2000,13.0,m,45-54
32056,MD,2000,13.0,m,55-64
37825,MD,2000,6.0,m,65
49363,MD,2000,1.0,f,0-14
55132,MD,2000,16.0,f,15-24
60901,MD,2000,32.0,f,25-34
66670,MD,2000,45.0,f,35-44
72439,MD,2000,23.0,f,45-54
78208,MD,2000,14.0,f,55-64
83977,MD,2000,6.0,f,65
3212,MD,2001,1.0,m,0-14
8981,MD,2001,152.0,m,15-24
14750,MD,2001,197.0,m,25-34
20519,MD,2001,230.0,m,35-44
26288,MD,2001,158.0,m,45-54
32057,MD,2001,62.0,m,55-64
37826,MD,2001,32.0,m,65
49364,MD,2001,6.0,f,0-14
55133,MD,2001,58.0,f,15-24
60902,MD,2001,61.0,f,25-34
66671,MD,2001,46.0,f,35-44
72440,MD,2001,33.0,f,45-54
78209,MD,2001,14.0,f,55-64
83978,MD,2001,10.0,f,65
3213,MD,2002,5.0,m,0-14
8982,MD,2002,159.0,m,15-24
14751,MD,2002,220.0,m,25-34
20520,MD,2002,237.0,m,35-44
26289,MD,2002,181.0,m,45-54
32058,MD,2002,49.0,m,55-64
37827,MD,2002,33.0,m,65
49365,MD,2002,11.0,f,0-14
55134,MD,2002,71.0,f,15-24
60903,MD,2002,76.0,f,25-34
66672,MD,2002,41.0,f,35-44
72441,MD,2002,32.0,f,45-54
78210,MD,2002,23.0,f,55-64
83979,MD,2002,8.0,f,65
3214,MD,2003,1.0,m,0-14
8983,MD,2003,152.0,m,15-24
14752,MD,2003,201.0,m,25-34
20521,MD,2003,252.0,m,35-44
26290,MD,2003,206.0,m,45-54
32059,MD,2003,62.0,m,55-64
37828,MD,2003,25.0,m,65
49366,MD,2003,1.0,f,0-14
55135,MD,2003,101.0,f,15-24
60904,MD,2003,71.0,f,25-34
66673,MD,2003,64.0,f,35-44
72442,MD,2003,40.0,f,45-54
78211,MD,2003,16.0,f,55-64
83980,MD,2003,22.0,f,65
3215,MD,2004,8.0,m,0-14
8984,MD,2004,210.0,m,15-24
14753,MD,2004,277.0,m,25-34
20522,MD,2004,284.0,m,35-44
26291,MD,2004,267.0,m,45-54
32060,MD,2004,89.0,m,55-64
37829,MD,2004,42.0,m,65
49367,MD,2004,11.0,f,0-14
55136,MD,2004,91.0,f,15-24
60905,MD,2004,97.0,f,25-34
66674,MD,2004,57.0,f,35-44
72443,MD,2004,53.0,f,45-54
78212,MD,2004,28.0,f,55-64
83981,MD,2004,22.0,f,65
3216,MD,2005,2.0,m,0-14
8985,MD,2005,211.0,m,15-24
14754,MD,2005,337.0,m,25-34
20523,MD,2005,345.0,m,35-44
26292,MD,2005,313.0,m,45-54
32061,MD,2005,106.0,m,55-64
37830,MD,2005,31.0,m,65
43599,MD,2005,0.0,m,unknown
49368,MD,2005,3.0,f,0-14
55137,MD,2005,97.0,f,15-24
60906,MD,2005,92.0,f,25-34
66675,MD,2005,57.0,f,35-44
72444,MD,2005,61.0,f,45-54
78213,MD,2005,23.0,f,55-64
83982,MD,2005,18.0,f,65
89751,MD,2005,0.0,f,unknown
3217,MD,2006,2.0,m,0-14
8986,MD,2006,175.0,m,15-24
14755,MD,2006,302.0,m,25-34
20524,MD,2006,349.0,m,35-44
26293,MD,2006,312.0,m,45-54
32062,MD,2006,106.0,m,55-64
37831,MD,2006,32.0,m,65
43600,MD,2006,0.0,m,unknown
49369,MD,2006,7.0,f,0-14
55138,MD,2006,91.0,f,15-24
60907,MD,2006,108.0,f,25-34
66676,MD,2006,72.0,f,35-44
72445,MD,2006,67.0,f,45-54
78214,MD,2006,25.0,f,55-64
83983,MD,2006,31.0,f,65
89752,MD,2006,0.0,f,unknown
3218,MD,2007,0.0,m,0-14
8987,MD,2007,181.0,m,15-24
14756,MD,2007,281.0,m,25-34
20525,MD,2007,343.0,m,35-44
26294,MD,2007,314.0,m,45-54
32063,MD,2007,107.0,m,55-64
37832,MD,2007,35.0,m,65
43601,MD,2007,0.0,m,unknown
49370,MD,2007,2.0,f,0-14
55139,MD,2007,97.0,f,15-24
60908,MD,2007,85.0,f,25-34
66677,MD,2007,57.0,f,35-44
72446,MD,2007,58.0,f,45-54
78215,MD,2007,25.0,f,55-64
83984,MD,2007,25.0,f,65
89753,MD,2007,0.0,f,unknown
3219,MD,2008,1.0,m,0-14
8988,MD,2008,167.0,m,15-24
14757,MD,2008,271.0,m,25-34
20526,MD,2008,314.0,m,35-44
26295,MD,2008,317.0,m,45-54
32064,MD,2008,105.0,m,55-64
37833,MD,2008,32.0,m,65
43602,MD,2008,0.0,m,unknown
49371,MD,2008,4.0,f,0-14
55140,MD,2008,85.0,f,15-24
60909,MD,2008,81.0,f,25-34
66678,MD,2008,57.0,f,35-44
72447,MD,2008,52.0,f,45-54
78216,MD,2008,22.0,f,55-64
83985,MD,2008,25.0,f,65
89754,MD,2008,0.0,f,unknown
3220,ME,2005,0.0,m,0-14
8989,ME,2005,3.0,m,15-24
14758,ME,2005,5.0,m,25-34
20527,ME,2005,7.0,m,35-44
26296,ME,2005,15.0,m,45-54
32065,ME,2005,4.0,m,55-64
37834,ME,2005,8.0,m,65
43603,ME,2005,0.0,m,unknown
49372,ME,2005,0.0,f,0-14
55141,ME,2005,0.0,f,15-24
60910,ME,2005,7.0,f,25-34
66679,ME,2005,3.0,f,35-44
72448,ME,2005,4.0,f,45-54
78217,ME,2005,0.0,f,55-64
83986,ME,2005,8.0,f,65
89755,ME,2005,0.0,f,unknown
3221,ME,2006,0.0,m,0-14
8990,ME,2006,0.0,m,15-24
14759,ME,2006,7.0,m,25-34
20528,ME,2006,7.0,m,35-44
26297,ME,2006,12.0,m,45-54
32066,ME,2006,9.0,m,55-64
37835,ME,2006,3.0,m,65
43604,ME,2006,0.0,m,unknown
55142,ME,2006,3.0,f,15-24
60911,ME,2006,4.0,f,25-34
66680,ME,2006,4.0,f,35-44
72449,ME,2006,4.0,f,45-54
78218,ME,2006,3.0,f,55-64
83987,ME,2006,2.0,f,65
89756,ME,2006,0.0,f,unknown
3222,ME,2007,0.0,m,0-14
8991,ME,2007,0.0,m,15-24
14760,ME,2007,6.0,m,25-34
20529,ME,2007,3.0,m,35-44
26298,ME,2007,10.0,m,45-54
32067,ME,2007,1.0,m,55-64
37836,ME,2007,3.0,m,65
43605,ME,2007,1.0,m,unknown
49374,ME,2007,0.0,f,0-14
55143,ME,2007,3.0,f,15-24
60912,ME,2007,3.0,f,25-34
66681,ME,2007,4.0,f,35-44
72450,ME,2007,3.0,f,45-54
78219,ME,2007,3.0,f,55-64
83988,ME,2007,1.0,f,65
89757,ME,2007,0.0,f,unknown
3223,ME,2008,0.0,m,0-14
8992,ME,2008,2.0,m,15-24
14761,ME,2008,7.0,m,25-34
20530,ME,2008,10.0,m,35-44
26299,ME,2008,5.0,m,45-54
32068,ME,2008,5.0,m,55-64
37837,ME,2008,1.0,m,65
43606,ME,2008,0.0,m,unknown
49375,ME,2008,0.0,f,0-14
55144,ME,2008,4.0,f,15-24
60913,ME,2008,5.0,f,25-34
66682,ME,2008,5.0,f,35-44
72451,ME,2008,10.0,f,45-54
78220,ME,2008,4.0,f,55-64
83989,ME,2008,7.0,f,65
89758,ME,2008,0.0,f,unknown
3239,MG,1995,79.0,m,0-14
9008,MG,1995,791.0,m,15-24
14777,MG,1995,1289.0,m,25-34
20546,MG,1995,1173.0,m,35-44
26315,MG,1995,630.0,m,45-54
32084,MG,1995,423.0,m,55-64
37853,MG,1995,242.0,m,65
49391,MG,1995,100.0,f,0-14
55160,MG,1995,799.0,f,15-24
60929,MG,1995,1108.0,f,25-34
66698,MG,1995,744.0,f,35-44
72467,MG,1995,340.0,f,45-54
78236,MG,1995,230.0,f,55-64
84005,MG,1995,78.0,f,65
3240,MG,1996,68.0,m,0-14
9009,MG,1996,888.0,m,15-24
14778,MG,1996,1325.0,m,25-34
20547,MG,1996,1271.0,m,35-44
26316,MG,1996,673.0,m,45-54
32085,MG,1996,484.0,m,55-64
37854,MG,1996,285.0,m,65
49392,MG,1996,106.0,f,0-14
55161,MG,1996,808.0,f,15-24
60930,MG,1996,1031.0,f,25-34
66699,MG,1996,744.0,f,35-44
72468,MG,1996,393.0,f,45-54
78237,MG,1996,197.0,f,55-64
84006,MG,1996,79.0,f,65
3242,MG,1998,70.0,m,0-14
9011,MG,1998,827.0,m,15-24
14780,MG,1998,1545.0,m,25-34
20549,MG,1998,1420.0,m,35-44
26318,MG,1998,829.0,m,45-54
32087,MG,1998,485.0,m,55-64
37856,MG,1998,282.0,m,65
49394,MG,1998,108.0,f,0-14
55163,MG,1998,852.0,f,15-24
60932,MG,1998,1193.0,f,25-34
66701,MG,1998,824.0,f,35-44
72470,MG,1998,430.0,f,45-54
78239,MG,1998,253.0,f,55-64
84008,MG,1998,117.0,f,65
3244,MG,2001,103.0,m,0-14
9013,MG,2001,1033.0,m,15-24
14782,MG,2001,1588.0,m,25-34
20551,MG,2001,1625.0,m,35-44
26320,MG,2001,1094.0,m,45-54
32089,MG,2001,613.0,m,55-64
37858,MG,2001,404.0,m,65
49396,MG,2001,190.0,f,0-14
55165,MG,2001,1010.0,f,15-24
60934,MG,2001,1349.0,f,25-34
66703,MG,2001,1094.0,f,35-44
72472,MG,2001,546.0,f,45-54
78241,MG,2001,289.0,f,55-64
84010,MG,2001,154.0,f,65
3245,MG,2002,94.0,m,0-14
9014,MG,2002,1023.0,m,15-24
14783,MG,2002,1594.0,m,25-34
20552,MG,2002,1563.0,m,35-44
26321,MG,2002,1174.0,m,45-54
32090,MG,2002,609.0,m,55-64
37859,MG,2002,398.0,m,65
49397,MG,2002,163.0,f,0-14
55166,MG,2002,983.0,f,15-24
60935,MG,2002,1372.0,f,25-34
66704,MG,2002,1000.0,f,35-44
72473,MG,2002,598.0,f,45-54
78242,MG,2002,234.0,f,55-64
84011,MG,2002,135.0,f,65
3246,MG,2003,123.0,m,0-14
9015,MG,2003,1249.0,m,15-24
14784,MG,2003,1830.0,m,25-34
20553,MG,2003,1839.0,m,35-44
26322,MG,2003,1413.0,m,45-54
32091,MG,2003,723.0,m,55-64
37860,MG,2003,438.0,m,65
49398,MG,2003,216.0,f,0-14
55167,MG,2003,1164.0,f,15-24
60936,MG,2003,1578.0,f,25-34
66705,MG,2003,1240.0,f,35-44
72474,MG,2003,743.0,f,45-54
78243,MG,2003,326.0,f,55-64
84012,MG,2003,191.0,f,65
3247,MG,2004,118.0,m,0-14
9016,MG,2004,1025.0,m,15-24
14785,MG,2004,1593.0,m,25-34
20554,MG,2004,1482.0,m,35-44
26323,MG,2004,1026.0,m,45-54
32092,MG,2004,495.0,m,55-64
37861,MG,2004,300.0,m,65
49399,MG,2004,130.0,f,0-14
55168,MG,2004,950.0,f,15-24
60937,MG,2004,1130.0,f,25-34
66706,MG,2004,841.0,f,35-44
72475,MG,2004,513.0,f,45-54
78244,MG,2004,220.0,f,55-64
84013,MG,2004,95.0,f,65
3248,MG,2005,98.0,m,0-14
9017,MG,2005,1159.0,m,15-24
14786,MG,2005,1867.0,m,25-34
20555,MG,2005,1732.0,m,35-44
26324,MG,2005,1349.0,m,45-54
32093,MG,2005,582.0,m,55-64
37862,MG,2005,333.0,m,65
49400,MG,2005,150.0,f,0-14
55169,MG,2005,1012.0,f,15-24
60938,MG,2005,1451.0,f,25-34
66707,MG,2005,1047.0,f,35-44
72476,MG,2005,614.0,f,45-54
78245,MG,2005,248.0,f,55-64
84014,MG,2005,129.0,f,65
3249,MG,2006,117.0,m,0-14
9018,MG,2006,1500.0,m,15-24
14787,MG,2006,2391.0,m,25-34
20556,MG,2006,2220.0,m,35-44
26325,MG,2006,1714.0,m,45-54
32094,MG,2006,766.0,m,55-64
37863,MG,2006,458.0,m,65
49401,MG,2006,208.0,f,0-14
55170,MG,2006,1458.0,f,15-24
60939,MG,2006,1944.0,f,25-34
66708,MG,2006,1444.0,f,35-44
72477,MG,2006,874.0,f,45-54
78246,MG,2006,353.0,f,55-64
84015,MG,2006,166.0,f,65
3250,MG,2007,196.0,m,0-14
9019,MG,2007,1473.0,m,15-24
14788,MG,2007,2353.0,m,25-34
20557,MG,2007,2097.0,m,35-44
26326,MG,2007,1671.0,m,45-54
32095,MG,2007,823.0,m,55-64
37864,MG,2007,438.0,m,65
49402,MG,2007,223.0,f,0-14
55171,MG,2007,1456.0,f,15-24
60940,MG,2007,1810.0,f,25-34
66709,MG,2007,1354.0,f,35-44
72478,MG,2007,880.0,f,45-54
78247,MG,2007,378.0,f,55-64
84016,MG,2007,192.0,f,65
3251,MG,2008,142.0,m,0-14
9020,MG,2008,1499.0,m,15-24
14789,MG,2008,2294.0,m,25-34
20558,MG,2008,2113.0,m,35-44
26327,MG,2008,1669.0,m,45-54
32096,MG,2008,836.0,m,55-64
37865,MG,2008,465.0,m,65
43634,MG,2008,0.0,m,unknown
49403,MG,2008,251.0,f,0-14
55172,MG,2008,1433.0,f,15-24
60941,MG,2008,1846.0,f,25-34
66710,MG,2008,1352.0,f,35-44
72479,MG,2008,911.0,f,45-54
78248,MG,2008,383.0,f,55-64
84017,MG,2008,171.0,f,65
89786,MG,2008,0.0,f,unknown
3266,MH,1996,7.0,m,0-14
9035,MH,1996,8.0,m,15-24
14804,MH,1996,3.0,m,25-34
20573,MH,1996,3.0,m,35-44
26342,MH,1996,5.0,m,45-54
32111,MH,1996,3.0,m,55-64
37880,MH,1996,0.0,m,65
49418,MH,1996,12.0,f,0-14
55187,MH,1996,7.0,f,15-24
60956,MH,1996,3.0,f,25-34
66725,MH,1996,3.0,f,35-44
72494,MH,1996,2.0,f,45-54
78263,MH,1996,3.0,f,55-64
84032,MH,1996,2.0,f,65
3267,MH,1998,0.0,m,0-14
9036,MH,1998,2.0,m,15-24
14805,MH,1998,0.0,m,25-34
20574,MH,1998,1.0,m,35-44
26343,MH,1998,1.0,m,45-54
32112,MH,1998,1.0,m,55-64
37881,MH,1998,0.0,m,65
49419,MH,1998,0.0,f,0-14
55188,MH,1998,1.0,f,15-24
60957,MH,1998,3.0,f,25-34
66726,MH,1998,1.0,f,35-44
72495,MH,1998,0.0,f,45-54
78264,MH,1998,1.0,f,55-64
84033,MH,1998,0.0,f,65
3268,MH,1999,5.0,m,0-14
9037,MH,1999,10.0,m,15-24
14806,MH,1999,3.0,m,25-34
20575,MH,1999,4.0,m,35-44
26344,MH,1999,1.0,m,45-54
32113,MH,1999,6.0,m,55-64
37882,MH,1999,0.0,m,65
49420,MH,1999,2.0,f,0-14
55189,MH,1999,10.0,f,15-24
60958,MH,1999,7.0,f,25-34
66727,MH,1999,2.0,f,35-44
72496,MH,1999,2.0,f,45-54
78265,MH,1999,2.0,f,55-64
84034,MH,1999,0.0,f,65
3269,MH,2000,3.0,m,0-14
9038,MH,2000,5.0,m,15-24
14807,MH,2000,4.0,m,25-34
20576,MH,2000,1.0,m,35-44
26345,MH,2000,3.0,m,45-54
32114,MH,2000,5.0,m,55-64
37883,MH,2000,3.0,m,65
49421,MH,2000,7.0,f,0-14
55190,MH,2000,7.0,f,15-24
60959,MH,2000,3.0,f,25-34
66728,MH,2000,0.0,f,35-44
72497,MH,2000,2.0,f,45-54
78266,MH,2000,2.0,f,55-64
84035,MH,2000,0.0,f,65
3270,MH,2001,3.0,m,0-14
9039,MH,2001,8.0,m,15-24
14808,MH,2001,4.0,m,25-34
20577,MH,2001,2.0,m,35-44
26346,MH,2001,4.0,m,45-54
32115,MH,2001,2.0,m,55-64
37884,MH,2001,0.0,m,65
49422,MH,2001,5.0,f,0-14
55191,MH,2001,6.0,f,15-24
60960,MH,2001,4.0,f,25-34
66729,MH,2001,7.0,f,35-44
72498,MH,2001,8.0,f,45-54
78267,MH,2001,2.0,f,55-64
84036,MH,2001,1.0,f,65
3271,MH,2002,0.0,m,0-14
9040,MH,2002,1.0,m,15-24
14809,MH,2002,2.0,m,25-34
20578,MH,2002,1.0,m,35-44
26347,MH,2002,3.0,m,45-54
32116,MH,2002,2.0,m,55-64
37885,MH,2002,2.0,m,65
49423,MH,2002,0.0,f,0-14
55192,MH,2002,2.0,f,15-24
60961,MH,2002,0.0,f,25-34
66730,MH,2002,0.0,f,35-44
72499,MH,2002,3.0,f,45-54
78268,MH,2002,1.0,f,55-64
84037,MH,2002,1.0,f,65
3272,MH,2003,6.0,m,0-14
9041,MH,2003,4.0,m,15-24
14810,MH,2003,2.0,m,25-34
20579,MH,2003,7.0,m,35-44
26348,MH,2003,7.0,m,45-54
32117,MH,2003,2.0,m,55-64
37886,MH,2003,2.0,m,65
49424,MH,2003,4.0,f,0-14
55193,MH,2003,9.0,f,15-24
60962,MH,2003,2.0,f,25-34
66731,MH,2003,4.0,f,35-44
72500,MH,2003,6.0,f,45-54
78269,MH,2003,1.0,f,55-64
84038,MH,2003,4.0,f,65
3273,MH,2004,2.0,m,0-14
9042,MH,2004,5.0,m,15-24
14811,MH,2004,4.0,m,25-34
20580,MH,2004,3.0,m,35-44
26349,MH,2004,3.0,m,45-54
32118,MH,2004,2.0,m,55-64
49425,MH,2004,1.0,f,0-14
55194,MH,2004,7.0,f,15-24
60963,MH,2004,5.0,f,25-34
66732,MH,2004,3.0,f,35-44
72501,MH,2004,3.0,f,45-54
78270,MH,2004,0.0,f,55-64
84039,MH,2004,1.0,f,65
3274,MH,2005,2.0,m,0-14
9043,MH,2005,4.0,m,15-24
14812,MH,2005,4.0,m,25-34
20581,MH,2005,5.0,m,35-44
26350,MH,2005,6.0,m,45-54
32119,MH,2005,1.0,m,55-64
37888,MH,2005,1.0,m,65
49426,MH,2005,1.0,f,0-14
55195,MH,2005,9.0,f,15-24
